!-------------------------------------------------------------------------------------------------------------------------------------------------------------
!**********************HMS NMR not locking from this point on!! Setting by current. Buyer beware!***************************************************************
!**********************BELOW:SHMS calorimeter crate was in a weird state so will require different parameters when replaying:BELOW**********************************************
!**********************ABOVE:SHMS calorimeter crate was in a weird state so will require different parameters when replaying:ABOVE**********************************************
!****** Changed SHMS polarity for pi+**********************
!*****Starting z=0.5 (pi+ setting)*******************
!**********Start positron background measurements****************************
!** Done with positrons. Starting z=0.5, theta_pq=5.2 degrees, pi+ production
!***** switch to pi-
!24186	  07/25	     08:20	  8.565	10     LD2	-1.531	29.05	+6.538	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	Starting pi+ running (z=0.9)
24354	  07/29	     08:00	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24355	  07/29	     08:34	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24356	  07/29	     09:06	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24357	  07/29	     09:39	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24359	  07/29	     10:55	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24360	  07/29	     11:28	  8.565	28     Copper	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24363	  07/29	     13:19	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24364	  07/29	     13:50	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24365	  07/29	     14:21	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24366	  07/29	     14:52	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24367	  07/29	     15:23	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24368	  07/29	     15:55	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24369	  07/29	     16:27	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24370	  07/29	     16:58	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24371	  07/29	     17:29	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24372	  07/29	     18:00	  8.565	50     Aluminum	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS 	0
24376	  07/29	     19:31	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24377	  07/29	     20:02	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24378	  07/29	     20:33	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24379	  07/29	     21:04	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24380	  07/29	     21:35	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24381	  07/29	     22:06	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24382	  07/29	     22:37	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	HMS hT3 GoodTDCTime(slot2,channel? 63)empty
24383	  07/29	     23:08	  8.565	14     LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24384	  07/29	     23:39	  8.565	7      LD2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24385	  07/30	     00:21	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	Beam down, 15min run
24386	  07/30	     01:02	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24387	  07/30	     01:39	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24388	  07/30	     02:56	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24389	  07/30	     03:35	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24390	  07/30	     04:08	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24396	  07/30	     21:41	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	aerogel cut changed from 4 to 2 in online counter
24397	  07/30	     22:12	  8.565	28     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24398	  07/30	     22:43	  8.565	19     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
24399	  07/30	     23:14	  8.565	10     LH2	-1.531	29.05	+3.632	7.87	-1,-1,-1,-1,-1,0	PI+SIDIS	0
